year,term,score
1886,back,0.575316342
1886,justice,0.573496066
1886,right,0.573462193
1886,right,0.573462193
1886,right,0.573462193
1886,good,0.57337197
1886,extraordinary,0.572739048
1886,circumstances,0.572641941
1886,entered,0.571493052
1886,struggle,0.571493052
1886,fear,0.571356812
1886,lynch,0.571267655
1886,bill,0.567787191
1886,bill,0.567787191
1886,lord,0.567672979
1886,oshea,0.567238195
1886,time,0.567191448
1886,time,0.567191448
1886,time,0.567191448
1886,time,0.567191448
1886,lynch,0.56510578
1886,measure,0.564760337
1886,violent,0.563618982
1886,violent,0.563618982
1886,parnell,0.562675461
1886,remarkable,0.562264303
1886,remarkable,0.562264303
1886,remarkable,0.562264303
1886,remarkable,0.562264303
1886,noble,0.56197286
1886,fight,0.561506387
1886,measure,0.561445285
1886,small,0.559181425
1886,free,0.558437047
1886,party,0.558136563
1886,fact,0.557444685
1886,fight battle,0.5572471
1886,fight battle,0.5572471
1886,fight battle,0.5572471
1886,fight battle,0.5572471
1886,fight battle,0.5572471
1886,fight battle,0.5572471
1886,united,0.557147707
1886,united,0.557147707
1886,irish,0.555155084
1886,like,0.55467069
1886,settlement,0.554412598
1886,matter,0.554178967
1886,cannot,0.551361937
1886,favour,0.550701711
1886,money,0.55001329
1886,party,0.549231553
1886,party,0.549231553
1886,taken,0.549019143
1886,people,0.547132997
1886,people,0.547132997
1886,people,0.547132997
1886,strength,0.547125326
1886,lord,0.547003219
1886,lord,0.547003219
1886,men,0.5460702
1886,admit,0.545725795
1886,go,0.54383294
1886,desire,0.543502693
1886,countries,0.542262954
1886,parliament,0.541877382
1886,settlement,0.54187614
1886,parliament,0.541078622
1886,measure,0.54044863
1886,times,0.54041956
1886,point,0.539759461
1886,corner,0.539490529
1886,englishmen,0.539490529
1886,corner,0.539490529
1886,englishmen,0.539490529
1886,cause,0.538353585
1886,power,0.537109559
1886,fight,0.536430044
1886,fight,0.536430044
1886,fight,0.536430044
1886,fight,0.536430044
1886,fight,0.536430044
1886,fight,0.536430044
1886,respect,0.536396824
1886,desire,0.535740425
1886,desire,0.535740425
1886,desire,0.535740425
1886,oshea,0.535585421
1886,solution,0.534940126
1886,friend,0.534591868
1886,friend,0.534591868
1886,parliament,0.533655325
1886,admit,0.5321568
1886,address,0.531845369
1886,gentlemen,0.529901862
1886,gentlemen,0.529901862
1886,gentlemen,0.529901862
1886,gentlemen,0.529901862
1886,lynch,0.529652522
1886,bill,0.529607255
1886,favour,0.527344314
1886,party,0.527009815
1886,rich,0.526327411
1886,people,0.524974942
1886,respect,0.523280801
1886,successful,0.522247635
1886,danger,0.522102371
1886,danger,0.522102371
1886,battle,0.521912324
1886,sometimes,0.520243259
1886,sometimes,0.520243259
1886,united,0.51941835
1886,united,0.51941835
1886,violent,0.519176399
1886,violent,0.519176399
1886,party,0.518622983
1886,party,0.518622983
1886,party,0.518622983
1886,party,0.518622983
1886,rich,0.518548718
1886,still,0.516971462
1886,irish party,0.516961073
1886,man,0.515645682
1886,man,0.515645682
1886,man,0.515645682
1886,man,0.515645682
1886,spirit,0.514224297
1886,united,0.513215398
1886,united,0.513215398
1886,irish,0.51251223
1886,minority,0.511870758
1886,ireland,0.511507186
1886,question,0.511018086
1886,question,0.510093571
1886,question,0.510093571
1886,danger,0.509822334
1886,fortunate,0.508581063
1886,right,0.508572155
1886,strong,0.507987841
1886,parties,0.507670914
1886,victory,0.507597122
1886,cause,0.507428712
1886,strength,0.507268888
1886,long,0.506405185
1886,back,0.50622588
1886,irish landlords,0.505135065
1886,greatest,0.504365577
1886,cause,0.503802914
1886,man,0.503615256
1886,found,0.503480635
1886,galway,0.501540634
1886,good,0.501063837
1886,good,0.501063837
1886,wish,0.499336131
1886,sometimes,0.498959438
1886,battle,0.498604214
1886,battle,0.498604214
1886,battle,0.498604214
1886,battle,0.498604214
1886,battle,0.498604214
1886,battle,0.498604214
1886,fought,0.497873261
1886,fact,0.497860705
1886,parnell,0.496069872
1886,found,0.495319145
1886,lord,0.494964379
1886,lord,0.494964379
1886,remarkable,0.494520821
1886,small,0.494106396
1886,accepted,0.493760533
1886,accepted,0.493760533
1886,matter,0.493222387
1886,friend,0.492438136
1886,friend,0.492438136
1886,act,0.491026433
1886,justice,0.490383186
1886,cannot,0.490383186
1886,strength,0.4902386
1886,voice,0.489144974
1886,irish party,0.487043582
1886,taken,0.485651936
1886,right,0.485343313
1886,right,0.485343313
1886,america,0.485101612
1886,america,0.485101612
1886,battle,0.484890563
1886,ireland,0.484689972
1886,six,0.484485239
1886,question,0.483592142
1886,landlords,0.483360296
1886,perfectly,0.481859685
1886,right,0.481051467
1886,prove,0.480986293
1886,man,0.47855723
1886,man,0.47855723
1886,man,0.47855723
1886,man,0.47855723
1886,years,0.478106245
1886,five,0.477942653
1886,land,0.477405506
1886,thing,0.476380303
1886,corner,0.476336848
1886,englishmen,0.476336848
1886,taken,0.475710636
1886,want,0.475513156
1886,want,0.475513156
1886,like,0.475142715
1886,want,0.474364518
1886,extraordinary,0.473276809
1886,parnell,0.473156713
1886,question,0.473128453
1886,cheerfully,0.473057355
1886,cheerfully,0.473057355
1886,desire,0.473043441
1886,beyond,0.473007429
1886,desire,0.471402685
1886,right,0.470799036
1886,right,0.470592823
1886,among,0.470401661
1886,fought,0.469489046
1886,matter,0.469426898
1886,minority,0.469123885
1886,minority,0.469123885
1886,look,0.468924396
1886,thing,0.468658113
1886,still,0.468443944
1886,parnell,0.468404524
1886,political parties,0.466653612
1886,oshea,0.464753226
1886,battle,0.463539877
1886,greater,0.463056408
1886,far,0.462980725
1886,irishman,0.461465612
1886,work,0.461465612
1886,irishman,0.461465612
1886,work,0.461465612
1886,poor,0.461406847
1886,irishman,0.460350907
1886,work,0.460350907
1886,happy,0.459825211
1886,greatest,0.459410055
1886,galway,0.459410055
1886,party,0.458205295
1886,favour,0.457602021
1886,fear,0.45747378
1886,ireland,0.457443835
1886,far,0.454218192
1886,small,0.453855506
1886,small,0.453855506
1886,two,0.453253571
1886,entered,0.45209103
1886,entered,0.45209103
1886,successful,0.451181828
1886,time,0.4509103
1886,abuse,0.450312898
1886,abuse,0.450312898
1886,violent,0.449931423
1886,success,0.448346653
1886,perhaps,0.448283566
1886,interests,0.447213595
1886,lynch,0.44609659
1886,galway,0.44609659
1886,parnell,0.445929547
1886,able,0.444932838
1886,united,0.444765469
1886,circumstances,0.444457828
1886,successful,0.44400526
1886,successful,0.44400526
1886,right,0.443754728
1886,english,0.442289102
1886,english,0.442040102
1886,parnell,0.44173125
1886,parties,0.441058674
1886,without,0.440974666
1886,act,0.440352451
1886,given,0.439994937
1886,lord,0.437023005
1886,back,0.436497402
1886,parnell,0.435632993
1886,opportunity,0.434114965
1886,lynch,0.433958292
1886,galway,0.433958292
1886,right,0.433933363
1886,irish people,0.431862228
1886,peace,0.431577671
1886,violent,0.430490966
1886,irish,0.428927176
1886,irish,0.428927176
1886,parnell,0.428334776
1886,satisfaction,0.427945374
1886,speech,0.427303044
1886,speech,0.427303044
1886,speech,0.427303044
1886,speech,0.427303044
1886,speech,0.427303044
1886,found,0.427267888
1886,future,0.427249573
1886,honest,0.426914027
1886,friend,0.426759367
1886,years,0.42675366
1886,five,0.425801947
1886,united,0.42554822
1886,times,0.425072435
1886,political parties,0.424048393
1886,minority,0.423036445
1886,irish,0.422659721
1886,men,0.422424052
1886,meeting,0.4205938
1886,county,0.419332172
1886,country,0.41861209
1886,perhaps,0.418553308
1886,fear,0.41851674
1886,irish,0.417061837
1886,extent,0.416394875
1886,landlords,0.416150194
1886,man,0.415824726
1886,man,0.415824726
1886,irish,0.415136242
1886,entered,0.414568402
1886,right,0.41359031
1886,prove,0.413474658
1886,look,0.413474658
1886,justice,0.412144301
1886,used,0.41139944
1886,small,0.409598314
1886,friend,0.408320118
1886,war,0.40822943
1886,months,0.407891013
1886,government,0.407819357
1886,every,0.407762658
1886,matter,0.407490322
1886,matter,0.407490322
1886,political parties,0.40691209
1886,political parties,0.40691209
1886,continue,0.406108356
1886,justice,0.405485455
1886,violent,0.405224825
1886,violent,0.405224825
1886,violent,0.405224825
1886,violent,0.405224825
1886,violent,0.405224825
1886,people,0.405025662
1886,admit,0.404910046
1886,friend,0.404901733
1886,remarkable,0.404805872
1886,remarkable,0.404805872
1886,trust,0.404293213
1886,irish party,0.403901572
1886,party,0.401435656
1886,parties,0.400790258
1886,confidence,0.400433706
1886,lynch,0.398882487
1886,galway,0.398626349
1886,want,0.398215213
1886,successful,0.397830127
1886,men,0.397149479
1886,men,0.397149479
1886,good,0.396721564
1886,party,0.395892358
1886,longer,0.394864828
1886,irish people,0.393431026
1886,remarkable,0.393307149
1886,remarkable,0.393307149
1886,settlement,0.393286933
1886,fear,0.391404429
1886,law,0.390678681
1886,look,0.390357162
1886,look,0.390357162
1886,look,0.390357162
1886,look,0.390357162
1886,irish,0.390356903
1886,prevent,0.389832587
1886,settlement,0.389589572
1886,peace,0.389521791
1886,right,0.389212907
1886,right,0.389212907
1886,without,0.388771351
1886,every,0.388388395
1886,every,0.388388395
1886,constitution,0.388099628
1886,constitution,0.388099628
1886,constitution,0.388099628
1886,constitution,0.388099628
1886,constitution,0.388099628
1886,respect,0.38792561
1886,every,0.387450213
1886,peace,0.387048567
1886,result,0.386670156
1886,ability,0.385652424
1886,back,0.384882116
1886,parties,0.384593845
1886,parties,0.384593845
1886,like,0.384448253
1886,day,0.384295855
1886,peace,0.383909528
1886,offences,0.383623477
1886,opportunity,0.380879108
1886,england,0.380423369
1886,years,0.38019737
1886,country,0.380008724
1886,country,0.380008724
1886,friend,0.378096571
1886,nation,0.377845472
1886,satisfaction,0.377341356
1886,coercion,0.376667354
1886,tenants,0.375964794
1886,successful,0.375587321
1886,successful,0.375587321
1886,successful,0.375587321
1886,successful,0.375587321
1886,address,0.375152345
1886,address,0.375152345
1886,parnell,0.374682947
1886,party,0.373455627
1886,party,0.373386017
1886,party,0.373386017
1886,law,0.373240386
1886,party,0.372981337
1886,strong,0.372590731
1886,nation,0.372590731
1886,successful,0.371829142
1886,nothing,0.370442575
1886,accepted,0.369567132
1886,justice,0.368849472
1886,english,0.368812302
1886,irish,0.367933466
1886,ireland,0.367922354
1886,interests,0.367583692
1886,interests,0.367583692
1886,englishmen,0.36742637
1886,man,0.367147575
1886,minority,0.366691388
1886,succeeded,0.365844181
1886,able,0.364765866
1886,magnificent,0.364765866
1886,proud,0.364765866
1886,able,0.364765866
1886,magnificent,0.364765866
1886,proud,0.364765866
1886,noble,0.363892709
1886,noble,0.363892709
1886,back,0.363363238
1886,back,0.363363238
1886,back,0.363363238
1886,back,0.363363238
1886,spirit,0.362851019
1886,far,0.3622501
1886,fought,0.362144261
1886,people,0.361418182
1886,act,0.360971651
1886,six,0.360584817
1886,result,0.360098268
1886,ireland,0.359327736
1886,future,0.358776907
1886,irish,0.357839426
1886,satisfaction,0.356244083
1886,satisfaction,0.356244083
1886,satisfaction,0.356244083
1886,satisfaction,0.356244083
1886,galway,0.355768688
1886,galway,0.355768688
1886,months,0.355715407
1886,five,0.355715407
1886,small,0.354756837
1886,speech,0.354628001
1886,succeed,0.354274226
1886,irish,0.354173672
1886,political,0.353985699
1886,ireland,0.353842049
1886,perhaps,0.353762295
1886,address,0.352437681
1886,address,0.352437681
1886,england,0.352074052
1886,parliament,0.351671528
1886,result,0.349684178
1886,far,0.348990594
1886,every,0.348693725
1886,country,0.348022786
1886,day,0.347710985
1886,right,0.347265062
1886,english,0.346175959
1886,irish,0.345849408
1886,place,0.345666464
1886,whole,0.345036527
1886,rich,0.345036061
1886,gentlemen,0.345013402
1886,gentlemen,0.345013402
1886,ireland,0.343664686
1886,favour,0.342830082
1886,magnificent,0.342680081
1886,felt,0.342680081
1886,able,0.342680081
1886,proud,0.342680081
1886,magnificent,0.342680081
1886,felt,0.342680081
1886,able,0.342680081
1886,proud,0.342680081
1886,circumstances,0.342382802
1886,right,0.341699917
1886,right,0.341699917
1886,bill,0.341658354
1886,take,0.341492437
1886,extraordinary,0.341074939
1886,long,0.341074939
1886,always,0.341074939
1886,settlement,0.340869646
1886,ireland,0.340474341
1886,political,0.339680713
1886,political,0.339680713
1886,bill,0.338446362
1886,right,0.337301767
1886,lord,0.337101312
1886,suffering,0.336883789
1886,violent,0.336304811
1886,money,0.335213795
1886,five,0.33490261
1886,happy,0.334311676
1886,happy,0.334311676
1886,galway,0.334227663
1886,galway,0.334227663
1886,good,0.333973232
1886,ireland,0.333740743
1886,opinion,0.333265923
1886,like,0.332974139
1886,succeeded,0.331468522
1886,meeting,0.331316572
1886,meeting,0.331316572
1886,rich,0.33063454
1886,justice,0.330454946
1886,hope,0.330378025
1886,another,0.329090342
1886,entered,0.329072726
1886,entered,0.329072726
1886,entered,0.329072726
1886,succeed,0.32844184
1886,cheerfully accepted,0.32844184
1886,succeed,0.32844184
1886,cheerfully accepted,0.32844184
1886,ireland,0.327365034
1886,prosperity,0.327060633
1886,ireland,0.326865195
1886,six,0.326703342
1886,irish,0.326611251
1886,irish,0.326611251
1886,matter,0.32545195
1886,political,0.32545195
1886,every,0.325253183
1886,violent,0.325116476
1886,irish people,0.325037664
1886,parnell,0.324992531
1886,irish,0.324802707
1886,felt,0.324628862
1886,felt,0.324628862
1886,felt,0.324628862
1886,man,0.323990616
1886,people,0.323967564
1886,public,0.323314414
1886,five,0.322291475
1886,months,0.322291475
1886,fortunate,0.321998376
1886,irish people,0.321787294
1886,irish people,0.321787294
1886,taken,0.321642836
1886,english,0.321596534
1886,english,0.321596534
1886,happy,0.320896449
1886,suffering,0.320758992
1886,honest,0.320640778
1886,accepted,0.32031122
1886,sympathy,0.320299584
1886,america,0.320299584
1886,entered,0.320115723
1886,entered,0.320115723
1886,rich,0.319877288
1886,rich,0.319877288
1886,ireland,0.319244237
1886,fortunate,0.318602095
1886,landlords,0.318554128
1886,parties,0.318184124
1886,settlement,0.316014673
1886,settlement,0.316014673
1886,strong,0.316010947
1886,small,0.314535046
1886,minister,0.314299628
1886,happy,0.314069826
1886,happy,0.314069826
1886,irish,0.31350468
1886,meeting,0.311256069
1886,meeting,0.311256069
1886,justice,0.311237928
1886,justice,0.311237928
1886,cheerfully accepted,0.311168452
1886,political,0.310170811
1886,greatest,0.309815009
1886,like,0.309526705
1886,party,0.309310612
1886,irish,0.309175594
1886,opinion,0.308965386
1886,opinion,0.308965386
1886,meeting,0.308824307
1886,country,0.308467959
1886,political parties,0.308306392
1886,political parties,0.308306392
1886,political parties,0.308306392
1886,ireland,0.308223944
1886,english,0.308125293
1886,irish,0.307731017
1886,political parties,0.307243259
1886,spirit,0.306972685
1886,question,0.306941989
1886,help,0.306941694
1886,circumstances,0.306316735
1886,hope,0.306316735
1886,circumstances,0.306316735
1886,hope,0.306316735
1886,circumstances,0.306316735
1886,hope,0.306316735
1886,committed,0.306303989
1886,committed,0.306303989
1886,cheerfully,0.305729476
1886,cheerfully,0.305729476
1886,power,0.305502605
1886,succeeded,0.30356245
1886,succeeded,0.30356245
1886,succeeded,0.30356245
1886,extraordinary,0.303027565
1886,countries,0.302873417
1886,cheerfully accepted,0.302873417
1886,succeeded,0.302515676
1886,law,0.302167598
1886,innocent,0.302167598
1886,law,0.302167598
1886,innocent,0.302167598
1886,two,0.301396868
1886,fact,0.301396868
1886,right,0.300349172
1886,public,0.300315258
1886,public,0.300315258
1886,public,0.300315258
1886,irish party,0.300152962
1886,two,0.299742
1886,public,0.299739504
1886,public,0.299739504
1886,ability,0.29973159
1886,take,0.299394854
1886,lynch,0.299394854
1886,galway,0.299394854
1886,six,0.299198447
1886,six,0.299198447
1886,six,0.299198447
1886,crime,0.29898337
1886,solution,0.298783354
1886,six,0.298166721
1886,irish,0.297759869
1886,justice,0.297429264
1886,justice,0.297429264
1886,accepted,0.296955292
1886,accepted,0.296955292
1886,thing,0.296721924
1886,ability,0.296570168
1886,irish,0.295898678
1886,free,0.295173063
1886,five,0.295158011
1886,months,0.295158011
1886,five,0.295158011
1886,months,0.295158011
1886,five,0.295158011
1886,months,0.295158011
1886,people,0.295137854
1886,prevent,0.295036453
1886,meeting,0.29486016
1886,meeting,0.29486016
1886,meeting,0.29486016
1886,taken,0.294559647
1886,taken,0.294559647
1886,without,0.294294532
1886,five,0.294140217
1886,months,0.294140217
1886,countries,0.293610876
1886,cheerfully accepted,0.293610876
1886,voice,0.293592246
1886,thing,0.293592246
1886,ireland,0.293481873
1886,ireland,0.293481873
1886,whole,0.291608759
1886,take,0.291608759
1886,irish landlords,0.291597849
1886,irish landlords,0.291597849
1886,parties,0.291396455
1886,parties,0.291396455
1886,parties,0.291396455
1886,money,0.291330638
1886,money,0.291330638
1886,irish,0.291283032
1886,happy,0.291129541
1886,possible,0.291071736
1886,day,0.290867495
1886,parties,0.290391632
1886,sympathy,0.290203413
1886,america,0.290203413
1886,future,0.290203413
1886,cheerfully,0.289650575
1886,solution,0.289645895
1886,without,0.28826061
1886,always,0.28826061
1886,succeed,0.28810734
1886,cheerfully accepted,0.28810734
1886,long,0.288067767
1886,happy,0.288058849
1886,nation,0.288023232
1886,cheerfully,0.288023232
1886,like,0.286957145
1886,like,0.286957145
1886,voice,0.286742135
1886,government,0.286185415
1886,right,0.284838351
1886,right,0.284838351
1886,people,0.284826883
1886,respect,0.283975628
1886,man,0.28320232
1886,bill,0.282436946
1886,irish people,0.282231355
1886,minister,0.282085538
1886,ireland,0.281997969
1886,ireland,0.281997969
1886,ireland,0.281997969
1886,ireland,0.281997969
1886,ireland,0.281997969
1886,ireland,0.281997969
1886,ireland,0.281997969
1886,parnell,0.281993363
1886,ability,0.281987323
1886,peace,0.281929157
1886,cheerfully,0.281929157
1886,without,0.281625791
1886,succeed,0.281592615
1886,cheerfully accepted,0.281592615
1886,allow,0.281430746
1886,fortunate,0.281430746
1886,prove,0.281430746
1886,allow,0.281430746
1886,fortunate,0.281430746
