year,term,score
1876,attention,0.531894217
1876,appeared,0.531485193
1876,appeared,0.531485193
1876,yet,0.530050628
1876,parnell,0.529702416
1876,church,0.528015364
1876,stand,0.523041608
1876,man,0.521228967
1876,votes,0.518698647
1876,votes,0.518698647
1876,militia,0.51785994
1876,duty,0.512257091
1876,act,0.512125282
1876,money,0.50848071
1876,found,0.507423605
1876,local,0.503937663
1876,local,0.503937663
1876,captain,0.503579567
1876,given,0.494500702
1876,side,0.491375218
1876,motion,0.49098515
1876,secretary,0.489614813
1876,secretary,0.489364505
1876,wished,0.487897669
1876,wished,0.487897669
1876,wished,0.487897669
1876,chairman,0.487256787
1876,occasion,0.487256787
1876,committee,0.486958934
1876,question,0.486159102
1876,time,0.485726355
1876,gentlemen,0.485353215
1876,circumstances,0.482972968
1876,matter,0.482949713
1876,matter,0.482949713
1876,matter,0.482949713
1876,power,0.480658367
1876,statement,0.480615757
1876,appeared,0.480615757
1876,questions,0.480084963
1876,clause,0.478917675
1876,vote,0.478294483
1876,state,0.477415426
1876,discussion,0.473238182
1876,parliament,0.472379083
1876,night,0.470929674
1876,man,0.468913396
1876,proceedings,0.465518185
1876,irishman,0.463683473
1876,irishman,0.463683473
1876,effect,0.462121994
1876,referred,0.461699746
1876,time,0.459980124
1876,question,0.457218552
1876,home,0.456186677
1876,irishman,0.455492501
1876,act,0.450759955
1876,bill,0.449986505
1876,question,0.449743538
1876,question,0.449743538
1876,effect,0.449609628
1876,effect,0.449609628
1876,chief,0.449078526
1876,committee,0.448737448
1876,clause,0.446151671
1876,effect,0.441667271
1876,given,0.441046522
1876,given,0.441046522
1876,asked,0.435793443
1876,year,0.435292495
1876,time,0.435158413
1876,secretary,0.435045667
1876,without,0.432420535
1876,act,0.431640507
1876,act,0.430559484
1876,question,0.426739972
1876,right,0.423723143
1876,right,0.423723143
1876,right,0.423723143
1876,taken,0.423128463
1876,fact,0.421936611
1876,english,0.421335124
1876,parnell,0.419577971
1876,always,0.419424962
1876,always,0.419424962
1876,parnell,0.412095419
1876,parnell,0.409352725
1876,protestant,0.406551071
1876,parnell,0.405969205
1876,parnell,0.403057916
1876,although,0.402709579
1876,although,0.402709579
1876,right,0.402330317
1876,years,0.401516411
1876,government,0.400789126
1876,election,0.3998876
1876,parliament,0.398140756
1876,find,0.39694453
1876,find,0.39694453
1876,votes,0.396770208
1876,office,0.396770208
1876,parnell,0.392574462
1876,secretary,0.391578728
1876,england,0.389424683
1876,catholic,0.388142875
1876,taken,0.386127209
1876,man,0.384970501
1876,man,0.384970501
1876,parnell,0.380129841
1876,taken,0.378326041
1876,men,0.375323653
1876,time,0.374254663
1876,time,0.374254663
1876,time,0.374254663
1876,power,0.37134455
1876,power,0.37134455
1876,first,0.370509533
1876,subject,0.369398761
1876,subject,0.369398761
1876,majority,0.369134285
1876,public,0.368862663
1876,men,0.367740757
1876,time,0.366769626
1876,voted,0.365669985
1876,chairman,0.362605145
1876,public,0.361410302
1876,discussion,0.359676565
1876,question,0.356569353
1876,parnell,0.356221525
1876,parnell,0.356039412
1876,two,0.355843648
1876,parnell,0.352859189
1876,question,0.350631317
1876,evening,0.349112841
1876,bill,0.347175223
1876,man,0.342297555
1876,man,0.342297555
1876,bill,0.340764543
1876,get,0.338595132
1876,get,0.338595132
1876,lord,0.335891204
1876,lord,0.335891204
1876,protestants,0.333747923
1876,catholic,0.333747923
1876,protestants,0.333747923
1876,catholic,0.333747923
1876,parnell,0.332730215
1876,meath,0.331457394
1876,meath,0.331457394
1876,government,0.328257629
1876,parnell,0.325172921
1876,parnell,0.325172921
1876,parnell,0.325172921
1876,irish,0.323411512
1876,late,0.323218336
1876,right,0.322169923
1876,government,0.322087261
1876,parnell,0.320204059
1876,without,0.318453692
1876,parnell,0.31651949
1876,every,0.315628951
1876,every,0.315628951
1876,irish,0.313655488
1876,captain,0.310885747
1876,evening,0.310885747
1876,men,0.298835978
1876,men,0.298835978
1876,notice,0.297361332
1876,gave,0.295660684
1876,parnell,0.290965167
1876,subject,0.289311985
1876,speech,0.289311985
1876,meeting,0.286377962
1876,parnell,0.279244403
1876,chief secretary,0.278365317
1876,irish,0.275540781
1876,chief,0.273573411
1876,public,0.273573411
1876,question,0.270255301
1876,secretary,0.265024757
1876,allowed,0.261949565
1876,evening,0.256253759
1876,notice,0.24510599
1876,gave,0.243704198
1876,ireland,0.240956687
1876,subject,0.238471156
1876,tenants,0.219278586
1876,question,0.216462871
1876,intended,0.215927495
1876,represented,0.215927495
1876,work,0.214244196
1876,represented,0.211564979
1876,intended,0.211564979
1876,work,0.209915687
1876,captain,0.209585691
1876,captain,0.205351301
1876,right,0.203279228
1876,city,0.201648848
1876,notice,0.200468116
1876,dublin,0.199997631
1876,gave,0.199321613
1876,city,0.197574811
1876,notice,0.196417935
1876,gave,0.195294595
1876,speech,0.195041595
1876,meeting,0.193063604
1876,parnell,0.192819989
1876,speech,0.191101049
1876,meeting,0.189163021
1876,chief secretary,0.187661826
1876,chief,0.184431331
1876,chief secretary,0.183870378
1876,make,0.181444889
1876,chief,0.180705151
1876,secretary,0.178668199
1876,make,0.177779045
1876,lord,0.177349691
1876,bill,0.176665142
1876,secretary,0.175058455
1876,lord,0.173766586
1876,parnell,0.15893571
1876,right,0.149209826
1876,parnell,0.129990876
1876,parnell,0.12736459
1876,ireland,0.112167587
1876,ireland,0.109901396
